Score
Class,PRC,NPV,ACC,F1,MCCn,MKn
1,1.0,0.9997758350145708,0.9997922725384296,0.9985855728429986,0.9992373206932577,0.9998879175072855
2,0.85620377978636,0.9555184876285795,0.9304113003739095,0.8615130219098801,0.9075368342594443,0.9058611337074696
3,0.929347826086956,0.954565901934323,0.9526381387619443,0.7499999999999998,0.8709156300148162,0.9419568640106395
4,0.9604166666666666,0.9991108476585655,0.9875363523057747,0.9787685774946921,0.9851535352040396,0.9797637571626161
5,0.8550932568149213,0.999514209375759,0.9786040714582468,0.9204633204633206,0.9558716831276892,0.9273037330953402
6,0.9675236806495268,0.996319018404908,0.9918986289987537,0.9734513274336284,0.9843484288714213,0.9819213495272173
Average,0.9280975350007384,0.9841340500027842,0.9734801274061763,0.9137969700240866,0.9505105720284446,0.9561157925017615
Bias
Class,PRC,NPV,ACC,F1,MCCn,MKn
1,0.0,0.002592736423021602,0.0012047019169606663,0.0,0.0006477607386046191,0.001296368211510801
2,-0.09086538434678992,0.07824012534407809,0.021191847008072136,-0.043693745355518954,-0.003157117573372059,-0.006312629501355915
3,-0.061059665618616865,0.22655105869772052,0.1413443999549461,-0.01913353578956356,0.03652037385333651,0.08274569653955183
4,-0.02319262526022181,0.0013071150291310563,-0.0030675109643661627,-0.011902747345185705,-0.005501649885736981,-0.010942755115545377
5,-0.12143419958649437,0.002929077823135895,-0.0077455093709561836,-0.06602550568008447,-0.030581243295344895,-0.05925256088167924
6,-0.02651222645768414,0.016569856404815453,0.00511089738993607,-0.013238767009595809,-0.0024917013896737505,-0.004971185026434344
Average,-0.05384401687830118,0.05469832828698377,0.026339804322432103,-0.02566571686332475,-0.0007605962586977599,0.00042715570434129213
Coefficients
Class,LambdaPP,LambdaNN,Delta
1,0.9971751412429378,1.0,-0.8529289572081429
2,0.8668885191347754,0.9515503875968992,-0.5006231823847113
3,0.6286764705882353,0.9939110070257611,-0.7739925218113834
4,0.9978354978354979,0.9833722287047841,-0.4241794765267969
5,0.9966555183946488,0.9760436432637571,-0.7515579559617782
6,0.9794520547945206,0.9941234084231146,-0.6967179061071873
Multiclass metrics
OA,0.9204403822185293
BA,0.911113866998436
BAW,0.9096407933981151
AA,0.9734801274061763
K,0.8999830318079827
MCC,0.9010678681479293
